study,fold,feature,raw_predictive_drop,predictive_utility,raw_shap_mean_abs,raw_shap_cv,shap_stability,evidence_relevance,clinical_utility,label_derived_risk,definitional_overlap,target_proxy_strength,semantic_risk_max,available_at_prediction,interpretation,leakage_risk,theta_l_mean,audit_score,pre_score,uncertainty_width,pseul_category,semantic_veto,admissible_for_selection,select_score,selection_order,selected,rejection_reason
diabetes130_discharge,2,max_glu_ordinal,0.00040224494843953037,0.005253880876165665,0.009818517441794638,0.28258161211895816,0.7174183878810418,0.7,0.6833333333333332,0.05,0.05,0.2,0.2,True,Serum glucose: clinical marker.,0.09430190589250119,0.5,0.4908931751723914,0.4825430309931857,0.00018468924391100365,Domain-Supportive Feature,False,True,0.4790519332376491,,False,not-in-final-subset
diabetes130_discharge,2,time_in_hospital,0.009721726810380422,0.17175059880782878,0.10869334466330445,0.1919087271563941,0.8080912728436059,0.7,0.7000000000000001,0.05,0.1,0.35,0.35,True,Length of stay; utilization signal.,0.25848863065743605,0.5,0.5631434342110698,0.5169235384220733,0.0018622549891815828,Clinically Actionable Feature,False,True,0.46960480965468765,,False,not-in-final-subset
diabetes130_discharge,2,number_diagnoses,0.005561621192644316,0.0974284485141767,0.07122466880113117,0.14482090178392418,0.8551790982160759,0.6499999999999999,0.6166666666666666,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Diagnosis count: proxy for case complexity / readmission.,0.2008647065643756,0.5,0.5169310208641348,0.4920924412417597,0.0028966287747024437,Domain-Supportive Feature,False,True,0.4662109584831781,,False,not-in-final-subset
diabetes130_discharge,2,number_outpatient,0.0011373424918699046,0.018386727761206555,0.022495582873508595,0.05900748939967727,0.9409925106003227,0.55,0.5833333333333334,0.1,0.15,0.45,0.45,True,Prior-year outpatient visits; utilization proxy.,0.1921831438294086,0.5,0.47704785378175985,0.4559558979257948,0.0022500642291802507,Domain-Supportive Feature,False,True,0.4499535522403913,,False,not-in-final-subset
diabetes130_discharge,2,num_lab_procedures,0.00804237883665871,0.14174829502828984,0.10621133994945765,0.1468166472963051,0.8531833527036949,0.55,0.5666666666666668,0.05,0.05,0.25,0.25,True,Care-intensity proxy.,0.16973834956300893,0.5,0.4923278257158926,0.47485321991901347,0.0005297997725861565,Domain-Supportive Feature,False,True,0.44838943548013405,,False,not-in-final-subset
diabetes130_discharge,2,insulin_ordinal,0.0006594933817582657,0.009849739366490754,0.0322035241616478,0.4494842962996783,0.5505157037003217,0.7,0.7000000000000001,0.05,0.1,0.25,0.25,True,Insulin regimen change; actionable.,0.14724350555034468,0.5,0.4630580625500116,0.4498291511942427,0.0007026384058790015,Clinically Actionable Feature,False,True,0.4306552731350229,,False,not-in-final-subset
diabetes130_discharge,2,num_procedures,0.0010888789435984888,0.017520904763099126,0.03890106920792452,0.09740107855605017,0.9025989214439498,0.55,0.5833333333333334,0.05,0.05,0.25,0.25,True,Care-intensity proxy.,0.0964633012741859,0.5,0.46910938905105304,0.46094671648712743,0.0005255582348270317,Domain-Supportive Feature,False,True,0.4206922890832563,,False,not-in-final-subset
diabetes130_discharge,2,admission_type_id,0.002990302545147783,0.051490689107936964,0.03308428969784368,0.29433962375232436,0.7056603762476756,0.525,0.55,0.0,0.0,0.1,0.1,True,Admission type is available at the admission landmark.,0.03352846254095838,0.5,0.4253292819819163,0.42134602949716876,0.0003735258777284804,Domain-Supportive Feature,False,True,0.4103863934683388,,False,not-in-final-subset
diabetes130_discharge,2,change_flag,0.000781656634351687,0.01203224059456068,0.019680293089254296,0.344569363097422,0.655430636902578,0.6,0.6166666666666667,0.05,0.1,0.25,0.25,True,Medication change; actionable.,0.13297394102170473,0.5,0.4388624662255505,0.427749654399034,0.002435313631213923,Domain-Supportive Feature,False,True,0.4029712373768128,,False,not-in-final-subset
diabetes130_discharge,2,number_emergency,0.004030597384621467,0.07007602239357336,0.024631495485894578,0.3195863154714989,0.6804136845285012,0.6,0.6,0.1,0.2,0.55,0.55,True,Prior-year ED visits; utilization proxy.,0.2987921781366429,0.5,0.4571055436237722,0.40185364751991015,0.01519473658012483,Domain-Supportive Feature,False,True,0.3888382911190387,,False,not-in-final-subset
diabetes130_discharge,2,admission_source_id,0.0005881205086592252,0.008574631018582185,0.03626846805149245,0.258904628393852,0.741095371606148,0.45,0.5,0.1,0.15,0.35,0.35,True,Admission source; administrative context.,0.15386396023007898,0.5,0.3882914636268043,0.3764587796616293,0.0007217422913080282,Low-Value Feature,False,True,0.3697964590647091,,False,not-in-final-subset
diabetes130_discharge,2,gender_male,0.00010816439154638738,0.0,0.02396025985956204,0.5707845429898065,0.4292154570101935,0.525,0.5499999999999999,0.0,0.0,0.05,0.05,True,Demographic stratifier.,0.027658893635330212,0.5,0.35459309140203865,0.35146943455894375,8.583471656832102e-05,Low-Value Feature,False,True,0.3461993842088016,,False,not-in-final-subset
